Title,Price,Mileage,Location,Description,PublishedDate,Link,ImageURL,Brand,Model,Condition,Transmission,FuelType,EngineCapacity,Year
165/50 R16 NANKANG TYRE FOR TOYOTA PIXIS,21500.0,,Colombo,"Colombo, Auto Parts & Accessories",6 hours,https://ikman.lk/en/ad/165-50-r16-nankang-tyre-for-toyota-pixis-for-sale-colombo-2,https://i.ikman-st.com/165-50-r16-nankang-tyre-for-toyota-pixis-for-sale-colombo-2/67305720-3229-47d7-a1b8-bc63c1c658e6/142/107/cropped.jpg,,,,,,,
Suzuki Wagon R Custom Z 2025,8795000.0,50 km,Ratnapura,"Ratnapura, Cars",6 hours,https://ikman.lk/en/ad/suzuki-wagon-r-custom-z-2025-for-sale-ratnapura-12,https://i.ikman-st.com/suzuki-wagon-r-custom-z-2025-for-sale-ratnapura-12/91f6013d-1be1-4c6a-91d4-1a6ae223b8f9/142/107/cropped.jpg,,,,,,,2025.0
Rent Brand new Daihatsu Mira pixis- full tank petrol for 30days rentals,4000.0,,Colombo,"Colombo, Rentals",11 days,https://ikman.lk/en/ad/rent-brand-new-daihatsu-mira-pixis-full-tank-petrol-for-30days-rentals-for-sale-colombo,https://i.ikman-st.com/rent-brand-new-daihatsu-mira-pixis-full-tank-petrol-for-30days-rentals-for-sale-colombo/f489eed4-c2c7-46e4-9e0a-a7ce300a4e6c/142/107/cropped.jpg,,,,,,,
Bosch SRS Airbag Control Module,25000.0,,Kandy,"Kandy, Auto Parts & Accessories",6 hours,https://ikman.lk/en/ad/bosch-srs-airbag-control-module-for-sale-kandy,https://i.ikman-st.com/bosch-srs-airbag-control-module-for-sale-kandy/0e280672-be7b-4936-a268-bf88ea07b4da/142/107/cropped.jpg,,,,,,,
255/35 R19 NANKANG TYRE FOR MERCEDES BENZ C-CLASS,60000.0,,Colombo,"Colombo, Auto Parts & Accessories",6 hours,https://ikman.lk/en/ad/255-35-r19-nankang-tyre-for-mercedes-benz-c-class-for-sale-colombo,https://i.ikman-st.com/255-35-r19-nankang-tyre-for-mercedes-benz-c-class-for-sale-colombo/673a17f3-4bfa-4742-bd02-570b5a9eda59/142/107/cropped.jpg,,,,,,,
Bajaj RE 4Stroke Three Wheel 2014,1400000.0,,Gampaha,"Gampaha, Three Wheelers",6 hours,https://ikman.lk/en/ad/bajaj-re-4stroke-three-wheel-2014-for-sale-gampaha-7,https://i.ikman-st.com/bajaj-re-4stroke-three-wheel-2014-for-sale-gampaha-7/88be6d24-39b9-47e2-b30a-3d14dfd1821e/142/107/cropped.jpg,,,,,,,2014.0
Honda PCX160 2025,1975000.0,0 km,Gampaha,"Gampaha, Motorbikes",bump_up,https://ikman.lk/en/ad/honda-pcx-160-2025-for-sale-gampaha-34,https://i.ikman-st.com/honda-pcx-160-2025-for-sale-gampaha-34/4ab97f80-cc44-462a-a410-d28e3218056b/142/107/cropped.jpg,,,,,,,2025.0
Mitsubishi Fuso 2013,4700000.0,"302,039 km",Kalutara,"Kalutara, Lorries & Trucks",bump_up,https://ikman.lk/en/ad/mitsubishi-fuso-2013-for-sale-kalutara,https://i.ikman-st.com/mitsubishi-fuso-2013-for-sale-kalutara/7ba5e303-34c0-47e0-b8dc-6329e7e7447e/142/107/cropped.jpg,,,,,,,2013.0
Mercedes Benz GLB 180 AMG Premium Plus 2025,39500000.0,"2,000 km",Colombo,"Colombo, Cars",bump_up,https://ikman.lk/en/ad/mercedes-benz-glb-180-amg-premium-plus-2025-for-sale-colombo-7,https://i.ikman-st.com/mercedes-benz-glb-180-amg-premium-plus-2025-for-sale-colombo-7/ea6fc6b0-79a8-4370-ac9e-fc47ccb514b2/142/107/cropped.jpg,,,,,,,2025.0
BMW i7 M-Sport Registered 2021,115000000.0,"9,500 km",Colombo,"Colombo, Cars",6 hours,https://ikman.lk/en/ad/bmw-i7-m-sport-registered-2021-for-sale-colombo,https://i.ikman-st.com/bmw-i7-m-sport-registered-2021-for-sale-colombo/c74882d5-080d-4563-b0c5-38ec190e9430/142/107/cropped.jpg,,,,,,,2021.0
BMW X1 M SPORTS 2025,36900000.0,0 km,Colombo,"Colombo, Cars",bump_up,https://ikman.lk/en/ad/bmw-x1-m-sports-2025-for-sale-colombo,https://i.ikman-st.com/bmw-x1-m-sports-2025-for-sale-colombo/1e7099f9-94f6-4057-a305-5297dfe6dead/142/107/cropped.jpg,,,,,,,2025.0
Bajaj Discover 2006,220000.0,"90,000 km",Trincomalee,"Trincomalee, Motorbikes",6 hours,https://ikman.lk/en/ad/bajaj-discover-2006-for-sale-trincomalee,https://i.ikman-st.com/bajaj-discover-2006-for-sale-trincomalee/a81915c6-be1f-45ea-b1b9-f358f65179b1/142/107/cropped.jpg,,,,,,,2006.0
BMW PDC (Park Distance Control) Module,17000.0,,Kandy,"Kandy, Auto Parts & Accessories",6 hours,https://ikman.lk/en/ad/bmw-pdc-park-distance-control-module-for-sale-kandy-1,https://i.ikman-st.com/bmw-pdc-park-distance-control-module-for-sale-kandy-1/47e67f0d-ad4c-4c0c-8526-18ef569eff4b/142/107/cropped.jpg,,,,,,,
Bajaj CT100 used 2016,465000.0,"55,400 km",Monaragala,"Monaragala, Motorbikes",6 hours,https://ikman.lk/en/ad/bajaj-ct100-used-2016-for-sale-monaragala-4,https://i.ikman-st.com/bajaj-ct100-used-2016-for-sale-monaragala-4/8016acfe-1148-4fd7-b5d7-e490e2dd3075/142/107/cropped.jpg,,,,,,,2016.0
Honda Dio Dx 2019,625000.0,"32,000 km",Colombo,"Colombo, Motorbikes",6 hours,https://ikman.lk/en/ad/honda-dio-dx-2019-for-sale-colombo-797,https://i.ikman-st.com/honda-dio-dx-2019-for-sale-colombo-797/f7e94f55-7c9f-4246-893a-f04c587e0d62/142/107/cropped.jpg,,,,,,,2019.0
175/60 R16 NANKANG TYRE FOR TOYOTA AQUA,27260.0,,Colombo,"Colombo, Auto Parts & Accessories",6 hours,https://ikman.lk/en/ad/175-60-r16-nankang-tyre-for-toyota-aqua-for-sale-colombo,https://i.ikman-st.com/175-60-r16-nankang-tyre-for-toyota-aqua-for-sale-colombo/19c7dc0b-9554-4f1a-b924-967bf35267f8/142/107/cropped.jpg,,,,,,,
Tata Indica 2004,1820000.0,"154,936 km",Kalutara,"Kalutara, Cars",bump_up,https://ikman.lk/en/ad/tata-indica-2004-for-sale-kalutara-2,https://i.ikman-st.com/tata-indica-2004-for-sale-kalutara-2/d5b4fc75-2f16-49ca-a950-1fca7a658749/142/107/cropped.jpg,,,,,,,2004.0
Toyota Land Cruiser Sahara 2013,53000000.0,"123,000 km",Colombo,"Colombo, Cars",bump_up,https://ikman.lk/en/ad/toyota-land-cruiser-sahara-2013-for-sale-colombo-34,https://i.ikman-st.com/toyota-land-cruiser-sahara-2013-for-sale-colombo-34/76f31414-23a8-4ac1-bcd0-650bfe733ab1/142/107/cropped.jpg,,,,,,,2013.0
RENT A CAR- TOYOTA AQUA,10000.0,,Colombo,"Colombo, Rentals",6 hours,https://ikman.lk/en/ad/rent-a-car-toyota-aqua-for-sale-colombo-2311,https://i.ikman-st.com/rent-a-car-toyota-aqua-for-sale-colombo-2311/2afb65d7-25c4-48e9-8389-0f9eb9c93273/142/107/cropped.jpg,,,,,,,
Coaster AC Bus for Hire (Seats 26 / 29 & 33),150.0,,Colombo,"Colombo, Auto Services",6 hours,https://ikman.lk/en/ad/coaster-ac-bus-for-hire-seats-26-29-and-33-for-sale-colombo-1,https://i.ikman-st.com/coaster-ac-bus-for-hire-seats-26-29-and-33-for-sale-colombo-1/fc21246d-0b00-4995-be0e-b1ca3129f1c2/142/107/cropped.jpg,,,,,,,
Honda CRV Black Leather 2018,20000000.0,"38,200 km",Colombo,"Colombo, Cars",6 hours,https://ikman.lk/en/ad/honda-crv-black-leather-2018-for-sale-colombo,https://i.ikman-st.com/honda-crv-black-leather-2018-for-sale-colombo/28d081bc-6079-44ac-9586-e9122ff1bc3b/142/107/cropped.jpg,,,,,,,2018.0
Suzuki Alto 2015,4200000.0,"96,530 km",Jaffna,"Jaffna, Cars",bump_up,https://ikman.lk/en/ad/suzuki-alto-2015-for-sale-jaffna-189,https://i.ikman-st.com/suzuki-alto-2015-for-sale-jaffna-189/b256dd0b-41bd-4e7f-96ec-4cf23b5ca3b9/142/107/cropped.jpg,,,,,,,2015.0
Perodua Viva Elite 2011,4685000.0,"105,000 km",Colombo,"Colombo, Cars",6 hours,https://ikman.lk/en/ad/perodua-viva-elite-2011-for-sale-colombo-5439,https://i.ikman-st.com/perodua-viva-elite-2011-for-sale-colombo-5439/d268db41-36fb-4452-9b97-37cec1b9fadd/142/107/cropped.jpg,,,,,,,2011.0
SuperLuxury AC (Seat 33 to 55) Bus for Hire,350.0,,Colombo,"Colombo, Auto Services",6 hours,https://ikman.lk/en/ad/superluxury-ac-seat-33-to-55-bus-for-hire-for-sale-colombo-2,https://i.ikman-st.com/superluxury-ac-seat-33-to-55-bus-for-hire-for-sale-colombo-2/100b4c60-f3ac-49d3-b309-a5950215b3e1/142/107/cropped.jpg,,,,,,,
Bajaj Discover 2008,385000.0,"60,000 km",Kurunegala,"Kurunegala, Motorbikes",6 hours,https://ikman.lk/en/ad/bajaj-discover-135-2008-for-sale-kurunegala-918,https://i.ikman-st.com/bajaj-discover-135-2008-for-sale-kurunegala-918/6001bf7e-d51b-4c1e-90e0-858ec316a39a/142/107/cropped.jpg,,,,,,,2008.0
Tourist / AC Bus for Hire Seat 33 to 55,300.0,,Colombo,"Colombo, Auto Services",6 hours,https://ikman.lk/en/ad/tourist-ac-bus-for-hire-seat-33-to-55-for-sale-colombo-194,https://i.ikman-st.com/tourist-ac-bus-for-hire-seat-33-to-55-for-sale-colombo-194/1b5798b3-8a49-476e-b8e7-7982eb3c80ed/142/107/cropped.jpg,,,,,,,
Three-Wheelers Tires 400/8/16,2400.0,,Jaffna,"Jaffna, Auto Parts & Accessories",6 hours,https://ikman.lk/en/ad/three-wheelers-tires-400-8-16-for-sale-jaffna,https://i.ikman-st.com/three-wheelers-tires-400-8-16-for-sale-jaffna/68dccd65-9dd7-48a0-8d6a-c439f7ed2a4a/142/107/cropped.jpg,,,,,,,
Electric Gearbox Gear Shifting Actuator Module Unit,60000.0,,Kandy,"Kandy, Auto Parts & Accessories",6 hours,https://ikman.lk/en/ad/electric-gearbox-gear-shifting-actuator-module-unit-for-sale-kandy-1,https://i.ikman-st.com/electric-gearbox-gear-shifting-actuator-module-unit-for-sale-kandy-1/1486c6c4-e902-4060-b76d-bd263d8fd943/142/107/cropped.jpg,,,,,,,
TVS Ntorq 2023,628000.0,"23,525 km",Gampaha,"Gampaha, Motorbikes",6 hours,https://ikman.lk/en/ad/tvs-ntorq-2023-for-sale-gampaha-85,https://i.ikman-st.com/tvs-ntorq-2023-for-sale-gampaha-85/4e61cd17-c4c5-4f34-8391-e62672bd8b6f/142/107/cropped.jpg,,,,,,,2023.0
Isuzu Elf 1990 Single Wheel,1600000.0,"420,000 km",Colombo,"Colombo, Lorries & Trucks",6 hours,https://ikman.lk/en/ad/isuzu-elf-1990-single-wheel-for-sale-colombo,https://i.ikman-st.com/isuzu-elf-1990-single-wheel-for-sale-colombo/6e189d88-87ea-492f-b3e6-afe4c6c0f311/142/107/cropped.jpg,,,,,,,1990.0
"Toyota Prius 3rd...,",7000.0,,Colombo,"Colombo, Rentals",bump_up,https://ikman.lk/en/ad/toyota-prius-3rd-for-sale-colombo-11,https://i.ikman-st.com/toyota-prius-3rd-for-sale-colombo-11/90ab6f2b-4628-4247-be22-9a65522191f1/142/107/cropped.jpg,,,,,,,
Honda CB4 2010,1095000.0,"75,000 km",Kalutara,"Kalutara, Motorbikes",6 hours,https://ikman.lk/en/ad/honda-cb4-2010-for-sale-kalutara-11,https://i.ikman-st.com/honda-cb4-2010-for-sale-kalutara-11/442779c2-3737-4681-956b-6211f680c409/142/107/cropped.jpg,,,,,,,2010.0
Bicycle,30000.0,,Jaffna,"Jaffna, Bicycles",6 hours,https://ikman.lk/en/ad/25000-for-sale-jaffna-1,https://i.ikman-st.com/25000-for-sale-jaffna-1/f4843d0b-6cc9-400c-b1f6-4ce1cd76a3f9/142/107/cropped.jpg,,,,,,,
Toyota Raize Z 360 camera bodykit 2025,14575000.0,0 km,Colombo,"Colombo, Cars",6 hours,https://ikman.lk/en/ad/toyota-raize-z-360-camera-bodykit-2025-for-sale-colombo,https://i.ikman-st.com/toyota-raize-z-360-camera-bodykit-2025-for-sale-colombo/68c05f05-b072-4468-8385-fec04ef8ee2d/142/107/cropped.jpg,,,,,,,2025.0
Micro Panda New......,2670.0,,Colombo,"Colombo, Rentals",6 hours,https://ikman.lk/en/ad/micro-panda-new-for-sale-colombo-7,https://i.ikman-st.com/micro-panda-new-for-sale-colombo-7/1ac9d76f-9836-42ca-a14d-ec8243f70cdc/142/107/cropped.jpg,,,,,,,
Prado 150 for Rent,20000.0,,Colombo,"Colombo, Rentals",bump_up,https://ikman.lk/en/ad/prado-150-for-rent-for-sale-colombo-30,https://i.ikman-st.com/prado-150-for-rent-for-sale-colombo-30/13229c32-53f6-445c-a73d-c3283e98e36c/142/107/cropped.jpg,,,,,,,
Wiper Motor Assembly,15000.0,,Kandy,"Kandy, Auto Parts & Accessories",6 hours,https://ikman.lk/en/ad/wiper-motor-assembly-for-sale-kandy-1,https://i.ikman-st.com/wiper-motor-assembly-for-sale-kandy-1/5bdbba38-a4b0-478e-83ed-36af9e07c611/142/107/cropped.jpg,,,,,,,
TVS Apache RTR 150 2009,180000.0,"50,000 km",Colombo,"Colombo, Motorbikes",6 hours,https://ikman.lk/en/ad/tvs-apache-rtr-150-2009-for-sale-colombo,https://i.ikman-st.com/tvs-apache-rtr-150-2009-for-sale-colombo/21e3efae-ce00-4a5b-87fd-912ca37cab56/142/107/cropped.jpg,,,,,,,2009.0
Vehicle Vip Light,2850.0,,Badulla,"Badulla, Auto Parts & Accessories",6 hours,https://ikman.lk/en/ad/vip-light-for-sale-badulla-1,https://i.ikman-st.com/vip-light-for-sale-badulla-1/915e78ed-4b97-4b04-bd9b-d6cadedfd759/142/107/cropped.jpg,,,,,,,
Toyota Urban Cruiser HYRYDER V GRADE 2025,16900000.0,20 km,Colombo,"Colombo, Cars",6 hours,https://ikman.lk/en/ad/toyota-urban-cruiser-hyryder-v-grade-2025-for-sale-colombo-17,https://i.ikman-st.com/toyota-urban-cruiser-hyryder-v-grade-2025-for-sale-colombo-17/be97245e-0cb8-47f4-80e3-cbcf997e4ddd/142/107/cropped.jpg,,,,,,,2025.0
NON AC Bus for Hire | 26 to 54 Seats,130.0,,Colombo,"Colombo, Auto Services",6 hours,https://ikman.lk/en/ad/non-ac-bus-for-hire-26-to-54-seats-for-sale-colombo-262,https://i.ikman-st.com/non-ac-bus-for-hire-26-to-54-seats-for-sale-colombo-262/4664ca73-c19f-4137-b098-646e803152dc/142/107/cropped.jpg,,,,,,,
Suzuki Wagon R Premium 2018,6885000.0,"82,143 km",Colombo,"Colombo, Cars",6 hours,https://ikman.lk/en/ad/suzuki-wagon-r-premium-2018-for-sale-colombo-7,https://i.ikman-st.com/suzuki-wagon-r-premium-2018-for-sale-colombo-7/047be544-2aba-4198-8207-a7094dff0a7e/142/107/cropped.jpg,,,,,,,2018.0
Toyota IST 2002,4690000.0,"190,000 km",Colombo,"Colombo, Cars",6 hours,https://ikman.lk/en/ad/toyota-ist-2002-for-sale-colombo-104,https://i.ikman-st.com/toyota-ist-2002-for-sale-colombo-104/006261a3-c6cf-42d1-949c-4c27951bd087/142/107/cropped.jpg,,,,,,,2002.0
Isuzu Elf 1999,1250000.0,"139,500 km",Kandy,"Kandy, Lorries & Trucks",6 hours,https://ikman.lk/en/ad/isuzu-elf-1999-for-sale-kandy-2,https://i.ikman-st.com/isuzu-elf-1999-for-sale-kandy-2/86c85770-e00a-4497-9474-d9a853e679f8/142/107/cropped.jpg,,,,,,,1999.0
Suzuki WagonR.......,4670.0,,Colombo,"Colombo, Rentals",6 hours,https://ikman.lk/en/ad/suzuki-wagonr-for-sale-colombo-52,https://i.ikman-st.com/suzuki-wagonr-for-sale-colombo-52/72cec284-1261-4a06-aab3-c916d94c3e11/142/107/cropped.jpg,,,,,,,
10.5FT LORRY FOR HIRE NOW,110.0,,Gampaha,"Gampaha, Auto Services",6 hours,https://ikman.lk/en/ad/105ft-lorry-for-hire-now-for-sale-gampaha-14,https://i.ikman-st.com/105ft-lorry-for-hire-now-for-sale-gampaha-14/3927f85f-1352-4b56-9909-06528451ac11/142/107/cropped.jpg,,,,,,,
Audi A1 2015,8400000.0,"87,000 km",Colombo,"Colombo, Cars",bump_up,https://ikman.lk/en/ad/audi-a1-2015-for-sale-colombo-27,https://i.ikman-st.com/audi-a1-2015-for-sale-colombo-27/edcfc27d-c91a-45c8-82da-8df5723a6abc/142/107/cropped.jpg,,,,,,,2015.0
Luxury AC Bus for Hire | 22 to 49 Seater,130.0,,Colombo,"Colombo, Auto Services",6 hours,https://ikman.lk/en/ad/luxury-ac-bus-for-hire-22-to-49-seater-for-sale-colombo-70,https://i.ikman-st.com/luxury-ac-bus-for-hire-22-to-49-seater-for-sale-colombo-70/0148adfa-e7b4-4db4-824f-18021639a0d8/142/107/cropped.jpg,,,,,,,
Bajaj Discover 150 2011,225000.0,"55,000 km",Batticaloa,"Batticaloa, Motorbikes",6 hours,https://ikman.lk/en/ad/bajaj-discover-150-2011-for-sale-batticaloa,https://i.ikman-st.com/bajaj-discover-150-2011-for-sale-batticaloa/99d63d18-1d21-4f3b-960e-1bc074601819/142/107/cropped.jpg,,,,,,,2011.0
Toyota Yaris Ativ SPORT BRAND NEW 2025,13890000.0,0 km,Colombo,"Colombo, Cars",6 hours,https://ikman.lk/en/ad/toyota-yaris-ativ-sport-brand-new-2025-for-sale-colombo-5,https://i.ikman-st.com/toyota-yaris-ativ-sport-brand-new-2025-for-sale-colombo-5/3dfdcd40-938d-4fd5-aab8-da1428516ee5/142/107/cropped.jpg,,,,,,,2025.0
Disk Set with Shocker Shober,35000.0,,Colombo,"Colombo, Auto Parts & Accessories",6 hours,https://ikman.lk/en/ad/disk-set-with-shockab-shober-for-sale-colombo-1,https://i.ikman-st.com/disk-set-with-shockab-shober-for-sale-colombo-1/7068d7b0-4865-4324-8150-736e80f1a9a7/142/107/cropped.jpg,,,,,,,
205/55 R17 NANKANG TYRE FOR HONDA ACCORD,35620.0,,Colombo,"Colombo, Auto Parts & Accessories",6 hours,https://ikman.lk/en/ad/205-55-r17-nankang-tyre-for-honda-accord-for-sale-colombo,https://i.ikman-st.com/205-55-r17-nankang-tyre-for-honda-accord-for-sale-colombo/a507fd9e-4190-464a-866f-c6cfcefd36b8/142/107/cropped.jpg,,,,,,,
Suzuki WagonR FX New Car For Rent..,4670.0,,Colombo,"Colombo, Rentals",6 hours,https://ikman.lk/en/ad/suzuki-wagonr-fx-new-car-for-rent-for-sale-colombo,https://i.ikman-st.com/suzuki-wagonr-fx-new-car-for-rent-for-sale-colombo/f26ebdb9-302f-4b6b-9d8a-7df7507519c1/142/107/cropped.jpg,,,,,,,
AC Bus for Hire | 23 to 34 Seats,80.0,,Colombo,"Colombo, Auto Services",6 hours,https://ikman.lk/en/ad/ac-bus-for-hire-23-to-34-seats-for-sale-colombo-42,https://i.ikman-st.com/ac-bus-for-hire-23-to-34-seats-for-sale-colombo-42/08679995-3042-4be8-a1e8-fb68eb5603b8/142/107/cropped.jpg,,,,,,,
Toyota Wigo G Grand 2017,6150000.0,"30,000 km",Ratnapura,"Ratnapura, Cars",6 hours,https://ikman.lk/en/ad/toyota-wigo-g-grand-2017-for-sale-ratnapura-1,https://i.ikman-st.com/toyota-wigo-g-grand-2017-for-sale-ratnapura-1/d180bb85-df4e-45a0-b149-a8caae3f13a0/142/107/cropped.jpg,,,,,,,2017.0
Yamaha FZS V3 2020,860000.0,"44,000 km",Kurunegala,"Kurunegala, Motorbikes",bump_up,https://ikman.lk/en/ad/yamaha-fzs-v3-2020-for-sale-kurunegala-21,https://i.ikman-st.com/yamaha-fzs-v3-2020-for-sale-kurunegala-21/9dbbd776-3bab-443c-a499-f096b7a4229b/142/107/cropped.jpg,,,,,,,2020.0
TVS Ntorq 125 2026,195000.0,0 km,Colombo,"Colombo, Motorbikes",6 hours,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-486,https://i.ikman-st.com/tvs-ntorq-125-2026-for-sale-colombo-486/1ae72f6d-7437-47ea-8461-2af7a6347764/142/107/cropped.jpg,,,,,,,2026.0
Rent a Car - Land Cruiser Prado 150 2016,24250.0,,Colombo,"Colombo, Rentals",6 hours,https://ikman.lk/en/ad/rent-a-car-land-cruiser-prado-150-2016-for-sale-colombo-34,https://i.ikman-st.com/rent-a-car-land-cruiser-prado-150-2016-for-sale-colombo-34/b68e75aa-1eca-446f-bca3-5426fa0f2ee9/142/107/cropped.jpg,,,,,,,2016.0
Bajaj CT100 2008,245000.0,"45,000 km",Monaragala,"Monaragala, Motorbikes",6 hours,https://ikman.lk/en/ad/bajaj-ct100-100-2008-for-sale-monaragala,https://i.ikman-st.com/bajaj-ct100-100-2008-for-sale-monaragala/050a4d47-edf2-4a57-8d68-2abcb8c889b6/142/107/cropped.jpg,,,,,,,2008.0
Bajaj Pulsar N160 2024,775000.0,"20,000 km",Galle,"Galle, Motorbikes",6 hours,https://ikman.lk/en/ad/bajaj-pulsar-n160-2024-for-sale-galle-9,https://i.ikman-st.com/bajaj-pulsar-n160-2024-for-sale-galle-9/e6b587e9-f6aa-4baa-aebf-06e41d996c0d/142/107/cropped.jpg,,,,,,,2024.0
Hero Splendor i smart 2015,260000.0,"80,000 km",Trincomalee,"Trincomalee, Motorbikes",6 hours,https://ikman.lk/en/ad/hero-splendor-i-smart-mart-2015-for-sale-trincomalee,https://i.ikman-st.com/hero-splendor-i-smart-mart-2015-for-sale-trincomalee/45f93836-efd6-4829-a3b9-b549f960891f/142/107/cropped.jpg,,,,,,,2015.0
Bajaj Pulsar N160 Premium 2025,900000.0,800 km,Colombo,"Colombo, Motorbikes",bump_up,https://ikman.lk/en/ad/bajaj-pulsar-n160-premium-2025-for-sale-colombo-636,https://i.ikman-st.com/bajaj-pulsar-n160-premium-2025-for-sale-colombo-636/bc0a13e4-4da2-4f17-a4ad-b7d1304134fd/142/107/cropped.jpg,,,,,,,2025.0
Mercedes Benz M271 Engine Cam Magnet,9500.0,,Colombo,"Colombo, Auto Parts & Accessories",6 hours,https://ikman.lk/en/ad/benz-m271-engine-cam-magnet-for-sale-colombo,https://i.ikman-st.com/benz-m271-engine-cam-magnet-for-sale-colombo/5761c675-acdd-4f0e-aa84-ca932b451965/142/107/cropped.jpg,,,,,,,
Axia Peradua Car for Rent,4499.0,,Colombo,"Colombo, Rentals",bump_up,https://ikman.lk/en/ad/axia-peradua-car-for-rent-for-sale-colombo,https://i.ikman-st.com/axia-peradua-car-for-rent-for-sale-colombo/fc99814d-d22f-4b08-bc05-ded87f7a0779/142/107/cropped.jpg,,,,,,,
Senaro GN 125 2026,183750.0,0 km,Kandy,"Kandy, Motorbikes",6 hours,https://ikman.lk/en/ad/senaro-gn-125-2026-for-sale-kandy,https://i.ikman-st.com/senaro-gn-125-2026-for-sale-kandy/3699d57e-cffe-49a7-a5d6-c6a52ba6c40f/142/107/cropped.jpg,,,,,,,2026.0
Bajaj RE Three Wheel 2006,875000.0,,Anuradhapura,"Anuradhapura, Three Wheelers",6 hours,https://ikman.lk/en/ad/bajaj-re-three-wheel-2006-for-sale-anuradhapura,https://i.ikman-st.com/bajaj-re-three-wheel-2006-for-sale-anuradhapura/15d7612b-d8aa-497a-be05-926b9292b51c/142/107/cropped.jpg,,,,,,,2006.0
Mahindra Maxximo 2012,1465000.0,"88,000 km",Gampaha,"Gampaha, Lorries & Trucks",6 hours,https://ikman.lk/en/ad/mahindra-maxximo-2012-for-sale-gampaha-620,https://i.ikman-st.com/mahindra-maxximo-2012-for-sale-gampaha-620/2f84ef34-eacf-4934-9e4f-ced63011cc2b/142/107/cropped.jpg,,,,,,,2012.0
TVS Ntorq Brand New 2025,149900.0,0 km,Colombo,"Colombo, Motorbikes",6 hours,https://ikman.lk/en/ad/tvs-ntorq-brand-new-2025-for-sale-colombo-4068,https://i.ikman-st.com/tvs-ntorq-brand-new-2025-for-sale-colombo-4068/5e21f5d1-9fe4-4a5b-a06a-d00eeb9acb69/142/107/cropped.jpg,,,,,,,2025.0
Rent a Car - Toyota Premio 2016,11250.0,,Colombo,"Colombo, Rentals",6 hours,https://ikman.lk/en/ad/rent-a-car-toyota-premio-2016-for-sale-colombo-8,https://i.ikman-st.com/rent-a-car-toyota-premio-2016-for-sale-colombo-8/b3cd8168-4870-4aba-9648-ab9ff0022faa/142/107/cropped.jpg,,,,,,,2016.0
Bajaj Pulsar 150 2017,610000.0,"39,856 km",Anuradhapura,"Anuradhapura, Motorbikes",6 hours,https://ikman.lk/en/ad/bajaj-pulsar-150-2017-for-sale-anuradhapura-353,https://i.ikman-st.com/bajaj-pulsar-150-2017-for-sale-anuradhapura-353/0f4e6eab-46cb-4787-a7e1-ae7e1274db68/142/107/cropped.jpg,,,,,,,2017.0
Toyota Roomy 2022,10150000.0,"12,000 km",Gampaha,"Gampaha, Cars",bump_up,https://ikman.lk/en/ad/toyota-roomy-2022-for-sale-gampaha-1,https://i.ikman-st.com/toyota-roomy-2022-for-sale-gampaha-1/7b1593fc-f2f5-49e4-b739-becec932cb90/142/107/cropped.jpg,,,,,,,2022.0
Suzuki Spacia 2017,6800000.0,"84,000 km",Vavuniya,"Vavuniya, Cars",bump_up,https://ikman.lk/en/ad/suzuki-spacia-2017-for-sale-vavuniya,https://i.ikman-st.com/suzuki-spacia-2017-for-sale-vavuniya/71fc09f4-a322-478e-9c9c-0c5ac94238ea/142/107/cropped.jpg,,,,,,,2017.0
Tata Xenon 2015 2014,2775000.0,"95,000 km",Trincomalee,"Trincomalee, Lorries & Trucks",bump_up,https://ikman.lk/en/ad/tata-xenon-2015-2014-for-sale-trincomalee,https://i.ikman-st.com/tata-xenon-2015-2014-for-sale-trincomalee/10a33b8d-64ca-41a0-bab6-e930fd9d82e4/142/107/cropped.jpg,,,,,,,2015.0
Hero Pleasure honda 2013,255000.0,"35,000 km",Jaffna,"Jaffna, Motorbikes",6 hours,https://ikman.lk/en/ad/hero-pleasure-honda-2013-for-sale-jaffna-50,https://i.ikman-st.com/hero-pleasure-honda-2013-for-sale-jaffna-50/77a3af1f-8889-4771-9f90-96ad90478b03/142/107/cropped.jpg,,,,,,,2013.0
Toyota Aqua 2013,7380000.0,"162,000 km",Colombo,"Colombo, Cars",16 days,https://ikman.lk/en/ad/toyota-aqua-2013-for-sale-colombo-6108,https://i.ikman-st.com/toyota-aqua-2013-for-sale-colombo-6108/88783592-f446-4ba4-be3b-2d36180e3a70/142/107/cropped.jpg,,,,,,,2013.0
Luxury MiniâCoach A/c Bus for Hire,128.0,,Colombo,"Colombo, Auto Services",6 hours,https://ikman.lk/en/ad/luxury-mini-coach-a-c-bus-for-hire-for-sale-colombo-25,https://i.ikman-st.com/luxury-mini-coach-a-c-bus-for-hire-for-sale-colombo-25/26ec2d22-d5b5-4a28-8d07-36b22377501a/142/107/cropped.jpg,,,,,,,
Toyota Aqua S Unregistered 2014,9875000.0,"24,000 km",Colombo,"Colombo, Cars",6 hours,https://ikman.lk/en/ad/toyota-aqua-s-unregistered-2014-for-sale-colombo-4,https://i.ikman-st.com/toyota-aqua-s-unregistered-2014-for-sale-colombo-4/1c879294-c794-43b6-af7b-c538d1de5636/142/107/cropped.jpg,,,,,,,2014.0
